id,Generation,Type1,Type2,Name,Health Points,Attack,Defense,Special Attack,Special Defense,Speed,Total
420,4,Grass,None,Cherubi,45,35,45,62,53,35,275
421,4,Grass,None,Cherrim,70,60,70,87,78,85,450
422,4,Water,None,Shellos,76,48,48,57,62,34,325
423,4,Water,Ground,Gastrodon,111,83,68,92,82,39,475
424,4,Normal,None,Ambipom,75,100,66,60,66,115,482
425,4,Ghost,Flying,Drifloon,90,50,34,60,44,70,348
426,4,Ghost,Flying,Drifblim,150,80,44,90,54,80,498
427,4,Normal,None,Buneary,55,66,44,44,56,85,350
428,4,Normal,None,Lopunny,65,76,84,54,96,105,480
429,4,Ghost,None,Mismagius,60,60,60,105,105,105,495
430,4,Dark,Flying,Honchkrow,100,125,52,105,52,71,505
431,4,Normal,None,Glameow,49,55,42,42,37,85,310
432,4,Normal,None,Purugly,71,82,64,64,59,112,452
433,4,Psychic,None,Chingling,45,30,50,65,50,45,285
434,4,Poison,Dark,Stunky,63,63,47,41,41,74,329
435,4,Poison,Dark,Skuntank,103,93,67,71,61,84,479
436,4,Steel,Psychic,Bronzor,57,24,86,24,86,23,300
437,4,Steel,Psychic,Bronzong,67,89,116,79,116,33,500
438,4,Rock,None,Bonsly,50,80,95,10,45,10,290
439,4,Psychic,Fairy,Mime Jr.,20,25,45,70,90,60,310
440,4,Normal,None,Happiny,100,5,5,15,65,30,220
441,4,Normal,Flying,Chatot,76,65,45,92,42,91,411
442,4,Ghost,Dark,Spiritomb,50,92,108,92,108,35,485
443,4,Dragon,Ground,Gible,58,70,45,40,45,42,300
444,4,Dragon,Ground,Gabite,68,90,65,50,55,82,410
445,4,Dragon,Ground,Garchomp,108,130,95,80,85,102,600
445,4,Dragon,Ground,Mega Garchomp,108,170,115,120,95,92,700
446,4,Normal,None,Munchlax,135,85,40,40,85,5,390
447,4,Fighting,None,Riolu,40,70,40,35,40,60,285
448,4,Fighting,Steel,Lucario,70,110,70,115,70,90,525
448,4,Fighting,Steel,Mega Lucario,70,145,88,140,70,112,625
449,4,Ground,None,Hippopotas,68,72,78,38,42,32,330
450,4,Ground,None,Hippowdon,108,112,118,68,72,47,525
451,4,Poison,Bug,Skorupi,40,50,90,30,55,65,330
452,4,Poison,Dark,Drapion,70,90,110,60,75,95,500
453,4,Poison,Fighting,Croagunk,48,61,40,61,40,50,300
454,4,Poison,Fighting,Toxicroak,83,106,65,86,65,85,490
455,4,Grass,None,Carnivine,74,100,72,90,72,46,454
456,4,Water,None,Finneon,49,49,56,49,61,66,330
457,4,Water,None,Lumineon,69,69,76,69,86,91,460
458,4,Water,Flying,Mantyke,45,20,50,60,120,50,345
459,4,Grass,Ice,Snover,60,62,50,62,60,40,334
460,4,Grass,Ice,Abomasnow,90,92,75,92,85,60,494
460,4,Grass,Ice,Mega Abomasnow,90,132,105,132,105,30,594
461,4,Dark,Ice,Weavile,70,120,65,45,85,125,510
462,4,Electric,Steel,Magnezone,70,70,115,130,90,60,535
463,4,Normal,None,Lickilicky,110,85,95,80,95,50,515
464,4,Ground,Rock,Rhyperior,115,140,130,55,55,40,535
465,4,Grass,None,Tangrowth,100,100,125,110,50,50,535
466,4,Electric,None,Electivire,75,123,67,95,85,95,540
467,4,Fire,None,Magmortar,75,95,67,125,95,83,540
468,4,Fairy,Flying,Togekiss,85,50,95,120,115,80,545
469,4,Bug,Flying,Yanmega,86,76,86,116,56,95,515
470,4,Grass,None,Leafeon,65,110,130,60,65,95,525
471,4,Ice,None,Glaceon,65,60,110,130,95,65,525
472,4,Ground,Flying,Gliscor,75,95,125,45,75,95,510
473,4,Ice,Ground,Mamoswine,110,130,80,70,60,80,530
474,4,Normal,None,Porygon-Z,85,80,70,135,75,90,535
475,4,Psychic,Fighting,Gallade,68,125,65,65,115,80,518
476,4,Rock,Steel,Probopass,60,55,145,75,150,40,525
477,4,Ghost,None,Dusknoir,45,100,135,65,135,45,525
478,4,Ice,Ghost,Froslass,70,80,70,80,70,110,480
479,4,Electric,Ghost,Rotom,50,50,77,95,77,91,440
479,4,Electric,Fire,Rotom Heat Rotom,50,65,107,105,107,86,520
479,4,Electric,Water,Rotom Wash Rotom,50,65,107,105,107,86,520
479,4,Electric,Ice,Rotom Frost Rotom,50,65,107,105,107,86,520
479,4,Electric,Flying,Rotom Fan Rotom,50,65,107,105,107,86,520
479,4,Electric,Grass,Rotom Mow Rotom,50,65,107,105,107,86,520
480,4,Psychic,None,Uxie,75,75,130,75,130,95,580
481,4,Psychic,None,Mesprit,80,105,105,105,105,80,580
482,4,Psychic,None,Azelf,75,125,70,125,70,115,580
483,4,Steel,Dragon,Dialga,100,120,120,150,100,90,680
484,4,Water,Dragon,Palkia,90,120,100,150,120,100,680
485,4,Fire,Steel,Heatran,91,90,106,130,106,77,600
486,4,Normal,None,Regigigas,110,160,110,80,110,100,670
487,4,Ghost,Dragon,Giratina Altered Forme,150,100,120,100,120,90,680
487,4,Ghost,Dragon,Giratina Origin Forme,150,120,100,120,100,90,680
488,4,Psychic,None,Cresselia,120,70,120,75,130,85,600
489,4,Water,None,Phione,80,80,80,80,80,80,480
490,4,Water,None,Manaphy,100,100,100,100,100,100,600
491,4,Dark,None,Darkrai,70,90,90,135,90,125,600
492,4,Grass,None,Shaymin Land Forme,100,100,100,100,100,100,600
492,4,Grass,Flying,Shaymin Sky Forme,100,103,75,120,75,127,600
493,4,Normal,None,Arceus,120,120,120,120,120,120,720
494,5,Psychic,Fire,Victini,100,100,100,100,100,100,600
495,5,Grass,None,Snivy,45,45,55,45,55,63,308
496,5,Grass,None,Servine,60,60,75,60,75,83,413
497,5,Grass,None,Serperior,75,75,95,75,95,113,528
498,5,Fire,None,Tepig,65,63,45,45,45,45,308
499,5,Fire,Fighting,Pignite,90,93,55,70,55,55,418
500,5,Fire,Fighting,Emboar,110,123,65,100,65,65,528
501,5,Water,None,Oshawott,55,55,45,63,45,45,308
502,5,Water,None,Dewott,75,75,60,83,60,60,413
503,5,Water,None,Samurott,95,100,85,108,70,70,528
504,5,Normal,None,Patrat,45,55,39,35,39,42,255
505,5,Normal,None,Watchog,60,85,69,60,69,77,420
506,5,Normal,None,Lillipup,45,60,45,25,45,55,275
507,5,Normal,None,Herdier,65,80,65,35,65,60,370
508,5,Normal,None,Stoutland,85,110,90,45,90,80,500
509,5,Dark,None,Purrloin,41,50,37,50,37,66,281
510,5,Dark,None,Liepard,64,88,50,88,50,106,446
511,5,Grass,None,Pansage,50,53,48,53,48,64,316
512,5,Grass,None,Simisage,75,98,63,98,63,101,498
513,5,Fire,None,Pansear,50,53,48,53,48,64,316
514,5,Fire,None,Simisear,75,98,63,98,63,101,498
515,5,Water,None,Panpour,50,53,48,53,48,64,316
516,5,Water,None,Simipour,75,98,63,98,63,101,498
517,5,Psychic,None,Munna,76,25,45,67,55,24,292
518,5,Psychic,None,Musharna,116,55,85,107,95,29,487
519,5,Normal,Flying,Pidove,50,55,50,36,30,43,264
520,5,Normal,Flying,Tranquill,62,77,62,50,42,65,358
521,5,Normal,Flying,Unfezant,80,115,80,65,55,93,488
522,5,Electric,None,Blitzle,45,60,32,50,32,76,295
523,5,Electric,None,Zebstrika,75,100,63,80,63,116,497
524,5,Rock,None,Roggenrola,55,75,85,25,25,15,280
525,5,Rock,None,Boldore,70,105,105,50,40,20,390
526,5,Rock,None,Gigalith,85,135,130,60,80,25,515
527,5,Psychic,Flying,Woobat,55,45,43,55,43,72,313
528,5,Psychic,Flying,Swoobat,67,57,55,77,55,114,425
529,5,Ground,None,Drilbur,60,85,40,30,45,68,328
530,5,Ground,Steel,Excadrill,110,135,60,50,65,88,508
531,5,Normal,None,Audino,103,60,86,60,86,50,445
532,5,Fighting,None,Timburr,75,80,55,25,35,35,305
533,5,Fighting,None,Gurdurr,85,105,85,40,50,40,405
534,5,Fighting,None,Conkeldurr,105,140,95,55,65,45,505
535,5,Water,None,Tympole,50,50,40,50,40,64,294
536,5,Water,Ground,Palpitoad,75,65,55,65,55,69,384
537,5,Water,Ground,Seismitoad,105,95,75,85,75,74,509
538,5,Fighting,None,Throh,120,100,85,30,85,45,465
539,5,Fighting,None,Sawk,75,125,75,30,75,85,465
540,5,Bug,Grass,Sewaddle,45,53,70,40,60,42,310
541,5,Bug,Grass,Swadloon,55,63,90,50,80,42,380
542,5,Bug,Grass,Leavanny,75,103,80,70,80,92,500
543,5,Bug,Poison,Venipede,30,45,59,30,39,57,260
544,5,Bug,Poison,Whirlipede,40,55,99,40,79,47,360
545,5,Bug,Poison,Scolipede,60,100,89,55,69,112,485
546,5,Grass,Fairy,Cottonee,40,27,60,37,50,66,280
547,5,Grass,Fairy,Whimsicott,60,67,85,77,75,116,480
548,5,Grass,None,Petilil,45,35,50,70,50,30,280
549,5,Grass,None,Lilligant,70,60,75,110,75,90,480
550,5,Water,None,Basculin,70,92,65,80,55,98,460
551,5,Ground,Dark,Sandile,50,72,35,35,35,65,292
552,5,Ground,Dark,Krokorok,60,82,45,45,45,74,351
553,5,Ground,Dark,Krookodile,95,117,80,65,70,92,519
554,5,Fire,None,Darumaka,70,90,45,15,45,50,315
555,5,Fire,None,Darmanitan Standard Mode,105,140,55,30,55,95,480
555,5,Fire,Psychic,Darmanitan Zen Mode,105,30,105,140,105,55,540
556,5,Grass,None,Maractus,75,86,67,106,67,60,461
557,5,Bug,Rock,Dwebble,50,65,85,35,35,55,325
558,5,Bug,Rock,Crustle,70,95,125,65,75,45,475
559,5,Dark,Fighting,Scraggy,50,75,70,35,70,48,348
560,5,Dark,Fighting,Scrafty,65,90,115,45,115,58,488
561,5,Psychic,Flying,Sigilyph,72,58,80,103,80,97,490
562,5,Ghost,None,Yamask,38,30,85,55,65,30,303
563,5,Ghost,None,Cofagrigus,58,50,145,95,105,30,483
564,5,Water,Rock,Tirtouga,54,78,103,53,45,22,355
565,5,Water,Rock,Carracosta,74,108,133,83,65,32,495
566,5,Rock,Flying,Archen,55,112,45,74,45,70,401
567,5,Rock,Flying,Archeops,75,140,65,112,65,110,567
568,5,Poison,None,Trubbish,50,50,62,40,62,65,329
569,5,Poison,None,Garbodor,80,95,82,60,82,75,474
570,5,Dark,None,Zorua,40,65,40,80,40,65,330
571,5,Dark,None,Zoroark,60,105,60,120,60,105,510
572,5,Normal,None,Minccino,55,50,40,40,40,75,300
573,5,Normal,None,Cinccino,75,95,60,65,60,115,470
574,5,Psychic,None,Gothita,45,30,50,55,65,45,290
575,5,Psychic,None,Gothorita,60,45,70,75,85,55,390
576,5,Psychic,None,Gothitelle,70,55,95,95,110,65,490
577,5,Psychic,None,Solosis,45,30,40,105,50,20,290
578,5,Psychic,None,Duosion,65,40,50,125,60,30,370
579,5,Psychic,None,Reuniclus,110,65,75,125,85,30,490
580,5,Water,Flying,Ducklett,62,44,50,44,50,55,305
581,5,Water,Flying,Swanna,75,87,63,87,63,98,473
582,5,Ice,None,Vanillite,36,50,50,65,60,44,305
583,5,Ice,None,Vanillish,51,65,65,80,75,59,395
584,5,Ice,None,Vanilluxe,71,95,85,110,95,79,535
585,5,Normal,Grass,Deerling,60,60,50,40,50,75,335
586,5,Normal,Grass,Sawsbuck,80,100,70,60,70,95,475
587,5,Electric,Flying,Emolga,55,75,60,75,60,103,428
588,5,Bug,None,Karrablast,50,75,45,40,45,60,315
589,5,Bug,Steel,Escavalier,70,135,105,60,105,20,495
590,5,Grass,Poison,Foongus,69,55,45,55,55,15,294
591,5,Grass,Poison,Amoonguss,114,85,70,85,80,30,464
592,5,Water,Ghost,Frillish,55,40,50,65,85,40,335
593,5,Water,Ghost,Jellicent,100,60,70,85,105,60,480
594,5,Water,None,Alomomola,165,75,80,40,45,65,470
595,5,Bug,Electric,Joltik,50,47,50,57,50,65,319
596,5,Bug,Electric,Galvantula,70,77,60,97,60,108,472
597,5,Grass,Steel,Ferroseed,44,50,91,24,86,10,305
598,5,Grass,Steel,Ferrothorn,74,94,131,54,116,20,489
599,5,Steel,None,Klink,40,55,70,45,60,30,300
600,5,Steel,None,Klang,60,80,95,70,85,50,440
601,5,Steel,None,Klinklang,60,100,115,70,85,90,520
602,5,Electric,None,Tynamo,35,55,40,45,40,60,275
603,5,Electric,None,Eelektrik,65,85,70,75,70,40,405
604,5,Electric,None,Eelektross,85,115,80,105,80,50,515
605,5,Psychic,None,Elgyem,55,55,55,85,55,30,335
606,5,Psychic,None,Beheeyem,75,75,75,125,95,40,485
607,5,Ghost,Fire,Litwick,50,30,55,65,55,20,275
608,5,Ghost,Fire,Lampent,60,40,60,95,60,55,370
609,5,Ghost,Fire,Chandelure,60,55,90,145,90,80,520
610,5,Dragon,None,Axew,46,87,60,30,40,57,320
611,5,Dragon,None,Fraxure,66,117,70,40,50,67,410
612,5,Dragon,None,Haxorus,76,147,90,60,70,97,540
613,5,Ice,None,Cubchoo,55,70,40,60,40,40,305
614,5,Ice,None,Beartic,95,110,80,70,80,50,485
615,5,Ice,None,Cryogonal,70,50,30,95,135,105,485
616,5,Bug,None,Shelmet,50,40,85,40,65,25,305
617,5,Bug,None,Accelgor,80,70,40,100,60,145,495
618,5,Electric,Ground,Stunfisk,109,66,84,81,99,32,471
619,5,Fighting,None,Mienfoo,45,85,50,55,50,65,350
620,5,Fighting,None,Mienshao,65,125,60,95,60,105,510
621,5,Dragon,None,Druddigon,77,120,90,60,90,48,485
622,5,Ground,Ghost,Golett,59,74,50,35,50,35,303
623,5,Ground,Ghost,Golurk,89,124,80,55,80,55,483
624,5,Dark,Steel,Pawniard,45,85,70,40,40,60,340
625,5,Dark,Steel,Bisharp,65,125,100,60,70,70,490
626,5,Normal,None,Bouffalant,95,110,95,40,95,55,490
627,5,Normal,Flying,Rufflet,70,83,50,37,50,60,350
628,5,Normal,Flying,Braviary,100,123,75,57,75,80,510
629,5,Dark,Flying,Vullaby,70,55,75,45,65,60,370
630,5,Dark,Flying,Mandibuzz,110,65,105,55,95,80,510
631,5,Fire,None,Heatmor,85,97,66,105,66,65,484
632,5,Bug,Steel,Durant,58,109,112,48,48,109,484
633,5,Dark,Dragon,Deino,52,65,50,45,50,38,300
634,5,Dark,Dragon,Zweilous,72,85,70,65,70,58,420
635,5,Dark,Dragon,Hydreigon,92,105,90,125,90,98,600
636,5,Bug,Fire,Larvesta,55,85,55,50,55,60,360
637,5,Bug,Fire,Volcarona,85,60,65,135,105,100,550
638,5,Steel,Fighting,Cobalion,91,90,129,90,72,108,580
639,5,Rock,Fighting,Terrakion,91,129,90,72,90,108,580
640,5,Grass,Fighting,Virizion,91,90,72,90,129,108,580
641,5,Flying,None,Tornadus Incarnate Forme,79,115,70,125,80,111,580
641,5,Flying,None,Tornadus Therian Forme,79,100,80,110,90,121,580
642,5,Electric,Flying,Thundurus Incarnate Forme,79,115,70,125,80,111,580
642,5,Electric,Flying,Thundurus Therian Forme,79,105,70,145,80,101,580
643,5,Dragon,Fire,Reshiram,100,120,100,150,120,90,680
644,5,Dragon,Electric,Zekrom,100,150,120,120,100,90,680
645,5,Ground,Flying,Landorus Incarnate Forme,89,125,90,115,80,101,600
645,5,Ground,Flying,Landorus Therian Forme,89,145,90,105,80,91,600
646,5,Dragon,Ice,Kyurem Kyurem,125,130,90,130,90,95,660
646,5,Dragon,Ice,Kyurem White Kyurem,125,120,90,170,100,95,700
646,5,Dragon,Ice,Kyurem Black Kyurem,125,170,100,120,90,95,700
647,5,Water,Fighting,Keldeo Ordinary Forme,91,72,90,129,90,108,580
647,5,Water,Fighting,Keldeo Resolute Forme,91,72,90,129,90,108,580
648,5,Normal,Psychic,Meloetta Aria Forme,100,77,77,128,128,90,600
648,5,Normal,Fighting,Meloetta Pirouette Forme,100,128,90,77,77,128,600
649,5,Bug,Steel,Genesect,71,120,95,120,95,99,600
650,6,Grass,None,Chespin,56,61,65,48,45,38,313
651,6,Grass,None,Quilladin,61,78,95,56,58,57,405
652,6,Grass,Fighting,Chesnaught,88,107,122,74,75,64,530
653,6,Fire,None,Fennekin,40,45,40,62,60,60,307
654,6,Fire,None,Braixen,59,59,58,90,70,73,409
655,6,Fire,Psychic,Delphox,75,69,72,114,100,104,534
656,6,Water,None,Froakie,41,56,40,62,44,71,314
657,6,Water,None,Frogadier,54,63,52,83,56,97,405
658,6,Water,Dark,Greninja,72,95,67,103,71,122,530
659,6,Normal,None,Bunnelby,38,36,38,32,36,57,237
660,6,Normal,Ground,Diggersby,85,56,77,50,77,78,423
661,6,Normal,Flying,Fletchling,45,50,43,40,38,62,278
662,6,Fire,Flying,Fletchinder,62,73,55,56,52,84,382
663,6,Fire,Flying,Talonflame,78,81,71,74,69,126,499
664,6,Bug,None,Scatterbug,38,35,40,27,25,35,200
665,6,Bug,None,Spewpa,45,22,60,27,30,29,213
666,6,Bug,Flying,Vivillon,80,52,50,90,50,89,411
667,6,Fire,Normal,Litleo,62,50,58,73,54,72,369
668,6,Fire,Normal,Pyroar,86,68,72,109,66,106,507
669,6,Fairy,None,Flab_b_,44,38,39,61,79,42,303
670,6,Fairy,None,Floette,54,45,47,75,98,52,371
671,6,Fairy,None,Florges,78,65,68,112,154,75,552
672,6,Grass,None,Skiddo,66,65,48,62,57,52,350
673,6,Grass,None,Gogoat,123,100,62,97,81,68,531
674,6,Fighting,None,Pancham,67,82,62,46,48,43,348
675,6,Fighting,Dark,Pangoro,95,124,78,69,71,58,495
676,6,Normal,None,Furfrou,75,80,60,65,90,102,472
677,6,Psychic,None,Espurr,62,48,54,63,60,68,355
678,6,Psychic,None,Meowstic Male,74,48,76,83,81,104,466
678,6,Psychic,None,Meowstic Female,74,48,76,83,81,104,466
679,6,Steel,Ghost,Honedge,45,80,100,35,37,28,325
680,6,Steel,Ghost,Doublade,59,110,150,45,49,35,448
681,6,Steel,Ghost,Aegislash Blade Forme,60,150,50,150,50,60,520
681,6,Steel,Ghost,Aegislash Shield Forme,60,50,150,50,150,60,520
682,6,Fairy,None,Spritzee,78,52,60,63,65,23,341
683,6,Fairy,None,Aromatisse,101,72,72,99,89,29,462
684,6,Fairy,None,Swirlix,62,48,66,59,57,49,341
685,6,Fairy,None,Slurpuff,82,80,86,85,75,72,480
686,6,Dark,Psychic,Inkay,53,54,53,37,46,45,288
687,6,Dark,Psychic,Malamar,86,92,88,68,75,73,482
688,6,Rock,Water,Binacle,42,52,67,39,56,50,306
689,6,Rock,Water,Barbaracle,72,105,115,54,86,68,500
690,6,Poison,Water,Skrelp,50,60,60,60,60,30,320
691,6,Poison,Dragon,Dragalge,65,75,90,97,123,44,494
692,6,Water,None,Clauncher,50,53,62,58,63,44,330
693,6,Water,None,Clawitzer,71,73,88,120,89,59,500
694,6,Electric,Normal,Helioptile,44,38,33,61,43,70,289
695,6,Electric,Normal,Heliolisk,62,55,52,109,94,109,481
696,6,Rock,Dragon,Tyrunt,58,89,77,45,45,48,362
697,6,Rock,Dragon,Tyrantrum,82,121,119,69,59,71,521
698,6,Rock,Ice,Amaura,77,59,50,67,63,46,362
699,6,Rock,Ice,Aurorus,123,77,72,99,92,58,521
700,6,Fairy,None,Sylveon,95,65,65,110,130,60,525
701,6,Fighting,Flying,Hawlucha,78,92,75,74,63,118,500
702,6,Electric,Fairy,Dedenne,67,58,57,81,67,101,431
703,6,Rock,Fairy,Carbink,50,50,150,50,150,50,500
704,6,Dragon,None,Goomy,45,50,35,55,75,40,300
705,6,Dragon,None,Sliggoo,68,75,53,83,113,60,452
706,6,Dragon,None,Goodra,90,100,70,110,150,80,600
707,6,Steel,Fairy,Klefki,57,80,91,80,87,75,470
708,6,Ghost,Grass,Phantump,43,70,48,50,60,38,309
709,6,Ghost,Grass,Trevenant,85,110,76,65,82,56,474
710,6,Ghost,Grass,Pumpkaboo Average Size,49,66,70,44,55,51,335
710,6,Ghost,Grass,Pumpkaboo Small Size,44,66,70,44,55,56,335
710,6,Ghost,Grass,Pumpkaboo Large Size,54,66,70,44,55,46,335
710,6,Ghost,Grass,Pumpkaboo Super Size,59,66,70,44,55,41,335
711,6,Ghost,Grass,Gourgeist Average Size,65,90,122,58,75,84,494
711,6,Ghost,Grass,Gourgeist Small Size,55,85,122,58,75,99,494
711,6,Ghost,Grass,Gourgeist Large Size,75,95,122,58,75,69,494
711,6,Ghost,Grass,Gourgeist Super Size,85,100,122,58,75,54,494
712,6,Ice,None,Bergmite,55,69,85,32,35,28,304
713,6,Ice,None,Avalugg,95,117,184,44,46,28,514
714,6,Flying,Dragon,Noibat,40,30,35,45,40,55,245
715,6,Flying,Dragon,Noivern,85,70,80,97,80,123,535
716,6,Fairy,None,Xerneas,126,131,95,131,98,99,680
717,6,Dark,Flying,Yveltal,126,131,95,131,98,99,680
718,6,Dragon,Ground,Zygarde,108,100,121,81,95,95,600
719,6,Rock,Fairy,Diancie,50,100,150,100,150,50,600
720,6,Psychic,Ghost,Hoopa,80,110,60,150,130,70,600
721,6,Fire,Water,Volcanion,80,110,120,130,90,70,600
